rep	T	lambda	imse_raw_1	imse_raw_2	imse_bc_1	imse_bc_2	pw_025_1	pw_025_2	pw_050_1	pw_050_2	pw_075_1	pw_075_2	scb_1	scb_2	scb_w_1	scb_w_2	se_mid_1	se_mid_2	theta_mid_1	theta_mid_2
326	400	0.00432632	0.094955422	0.012735763	0.076453495	0.01489781	1	1	1	1	1	1	1	1	1.3891243	0.76662999	0.1946515	0.13659138	0.92628661	0.75875084
327	400	0.0052309386	0.029253795	0.0035267325	0.044872042	0.0046721827	1	1	1	1	1	1	1	1	1.4373203	0.74444371	0.2320158	0.13750875	0.65250502	0.96453365
328	400	0.01117953	0.090835799	0.0082135163	0.063170864	0.0091697198	1	1	1	1	1	1	1	1	1.2051528	0.6965375	0.21395138	0.1352832	0.57364884	0.79637874
329	400	0.0063247097	0.044031864	0.0054815262	0.030349461	0.0070912705	1	1	1	1	1	1	1	0	1.1732123	0.69980591	0.19412078	0.15015673	0.61916732	0.82612548
330	400	0.013517131	0.19266605	0.017042456	0.14426305	0.029392061	1	1	1	1	1	1	1	1	1.3363676	0.7512196	0.19958966	0.15905597	0.70332502	0.99864984
331	400	0.0092461845	0.13280206	0.0068854777	0.10565447	0.011005435	1	1	1	1	1	1	1	1	1.2795159	0.73127898	0.2143107	0.12017579	0.71023346	1.0100274
332	400	0.016343516	0.041169262	0.012560607	0.058066111	0.014473111	1	1	1	1	0	1	1	1	1.148263	0.61735589	0.22473377	0.12757744	0.4233439	0.89977375
333	400	0.016343516	0.071452285	0.0047888891	0.035809738	0.0085308743	1	1	1	1	1	1	1	1	1.1051494	0.61592873	0.18315574	0.10249586	0.78913377	1.0550498
334	400	0.0076471846	0.080337745	0.0093108446	0.057444759	0.012118601	1	0	1	1	1	1	1	1	1.1980246	0.6978828	0.16315565	0.13629824	0.58579028	0.87936087
335	400	0.01117953	0.051897922	0.0047252281	0.033660349	0.0057070141	1	1	1	1	1	1	1	1	1.015935	0.6189863	0.15362737	0.12387833	0.59273877	1.0266317
336	400	0.013517131	0.088537653	0.0058767594	0.095333711	0.0066361637	1	1	0	1	1	1	1	1	1.2257889	0.68646859	0.23099137	0.10547558	0.066246793	0.91621154
337	400	0.013517131	0.11821221	0.011646261	0.095552541	0.017441874	1	1	1	1	1	1	1	1	1.1310384	0.64101763	0.16179506	0.11604824	0.66629037	1.0205112
338	400	0.019760888	0.071122056	0.010448059	0.072356958	0.013743976	1	1	0	1	1	1	1	1	1.0739011	0.58668346	0.14771489	0.10223158	0.24243558	0.958885
339	400	0.01117953	0.035168528	0.006302755	0.042430949	0.0091848804	1	1	1	1	1	1	1	1	1.1639972	0.58527934	0.18194342	0.092521124	0.42362453	1.0147037
340	400	0.0063247097	0.074307742	0.0094798742	0.060313589	0.010652528	1	1	1	1	1	1	1	1	1.4111462	0.70038093	0.22002586	0.14366501	0.58455105	0.98263011
341	400	0.0035781428	0.010040934	0.014137723	0.019470359	0.014644267	1	1	1	1	1	1	1	1	1.3542407	0.73499718	0.22116518	0.17795116	0.49912676	0.98657268
342	400	0.034929261	0.17785907	0.0076627898	0.1813762	0.0085022377	1	1	0	1	1	1	0	1	1.0290781	0.50332114	0.13946478	0.092746832	0.96563681	0.84108121
343	400	0.0076471846	0.06507205	0.010734709	0.03775449	0.014627921	1	1	1	1	1	1	1	1	1.3271834	0.7237051	0.22615833	0.15450752	0.87391217	0.92446925
344	400	0.0052309386	0.061422776	0.015489712	0.064627359	0.017687734	1	1	1	1	1	1	1	1	1.407664	0.84737201	0.20650721	0.14691088	0.66664776	0.99266272
345	400	0.0092461845	0.072924585	0.012257993	0.073183201	0.014297181	0	1	1	1	1	1	1	1	1.2656672	0.65857661	0.24730187	0.15670397	0.58164086	0.86168008
346	400	0.0063247097	0.1034958	0.01550455	0.085531418	0.016043174	1	1	1	1	1	1	1	1	1.4049204	0.70438963	0.23538815	0.13012951	1.0117436	1.0369345
347	400	0.0035781428	0.065417475	0.012126638	0.065190591	0.017029253	1	1	1	1	1	1	1	1	1.5483807	0.7768693	0.27298135	0.16797715	0.37272058	0.94648265
348	400	0.013517131	0.070706846	0.010013539	0.084727536	0.010548547	1	1	1	1	1	1	1	1	1.1717959	0.65599392	0.14847006	0.10446023	0.60258634	1.0857055
349	400	0.00432632	0.14214354	0.010242215	0.13895958	0.015296655	1	1	1	1	1	1	1	0	1.496553	0.83124288	0.24366746	0.13045523	0.81528452	1.044039
350	400	0.0052309386	0.12291067	0.0147972	0.094337385	0.015696116	1	1	1	1	1	1	1	1	1.3710347	0.76477263	0.23911036	0.12298783	0.8640647	0.84571558
351	400	0.0052309386	0.13940211	0.0063583752	0.12024521	0.0094229022	1	1	1	1	1	1	0	0	1.3676103	0.8034746	0.23984062	0.17383415	0.68244478	1.0860049
352	400	0.0029593524	0.10846486	0.013291762	0.092378116	0.017390036	1	1	1	1	1	1	1	1	1.3673409	0.72170545	0.25444057	0.12888584	0.76192662	1.1765553
353	400	0.0092461845	0.088015137	0.0071433851	0.10875593	0.0076380925	1	0	1	1	0	1	0	1	1.247843	0.69837137	0.26228704	0.14779494	0.96157597	0.91081468
354	400	0.01117953	0.12065123	0.0090724494	0.1109731	0.014402636	1	1	1	1	1	1	1	1	1.2146077	0.57076778	0.20631944	0.15560819	0.97390321	1.0797993
355	400	0.019760888	0.095929143	0.014934163	0.058256952	0.022568681	1	1	1	1	1	0	0	0	0.84196737	0.56427508	0.13734229	0.10463297	0.62770275	1.1325672
356	400	0.019760888	0.028599374	0.0070012262	0.025784727	0.012087877	1	1	1	1	1	1	1	1	1.0722217	0.6787957	0.17683008	0.16823519	0.58806108	1.143614
357	400	0.0024475733	0.057026387	0.016330986	0.075235454	0.017836704	1	1	1	1	1	1	1	1	1.3489698	0.82514105	0.24730634	0.12792005	0.6665468	0.83306591
358	400	0.0024475733	0.14793885	0.0076981812	0.16843498	0.011336038	0	1	1	1	1	1	1	0	1.5730431	0.8139085	0.31587715	0.17727739	0.43741525	1.0003047
359	400	0.013517131	0.13832877	0.014324735	0.10797725	0.014610956	1	1	1	0	1	1	1	1	1.1887614	0.63289648	0.19774185	0.10601543	0.75894195	0.77430553
360	400	0.01117953	0.069357945	0.014914882	0.046485892	0.025926919	1	1	1	1	1	1	1	0	1.1651439	0.72220604	0.22318524	0.1356852	0.92893268	1.0671964
361	400	0.019760888	0.087777264	0.0096058806	0.065880025	0.012218446	1	1	1	1	1	1	1	1	1.0546443	0.60979406	0.18576094	0.087097993	0.67401583	0.95825605
362	400	0.016343516	0.090054649	0.011990475	0.095904265	0.015287501	0	1	1	1	1	1	1	0	0.99614099	0.57982091	0.142015	0.11140303	0.53531802	0.97599749
363	400	0.0076471846	0.047458948	0.024833468	0.055125168	0.028381292	1	1	1	1	1	1	1	1	1.1906674	0.77815458	0.18972564	0.14016766	0.25464326	1.1305168
364	400	0.0076471846	0.098336921	0.0087701164	0.097421757	0.01168695	1	1	1	1	1	1	1	1	1.2816576	0.70783251	0.18005923	0.15306387	0.91662225	0.94177823
